id,name,full_name
3767,test,"Материалы 13-й Всероссийской школы-конференции молодых ученых «Управление большими системами» (УБС2016, Самара)"
3768,test,"Материалы 19-й Международной научной конференции Распределенные компьютерные и телекоммуникационные сети: управление, вычисление, связь (DCCN-2016, Москва)"
3769,test,Программная инженерия
3770,test,"Труды 25-й Всероссийской научной конференции Информатизация и информационная безопасность правоохранительных органов (Москва, 2016)"
3771,test,"Тезисы 59-й научной конференции МФТИ с международным участием (Долгопрудный, 2016)"
3772,test,"Тезисы 59-й научной конференции МФТИ с международным участием (Долгопрудный, 2016)"
3773,test,Математическое образование
3774,test,"Материалы Всероссийской научной конференции Физиология человека (Чебоксары, 2016)"
3775,test,"Труды 3-й Международной конференции «Прикладные исследования и технологии» (ART2016, Москва)"
3776,test,Тезисы докладов 15-й Международной конференции «Авиация и космонавтика-2016» (Москва)
3777,test,Вестник научных конференций. Перспективы развития науки и образования
3778,test,Journal of Electrical and Computer Engineering
3779,test,"Материалы Международной научно-технической конференции «Методы, средства и технологии получения и обработки измерительной информации» (Шляндинские чтения - 2016, Пенза)"
3780,test,"Труды 24-й международной конференции Электромагнитное поле и материалы (Москва, 2016)"
3781,test,Ползуновский вестник
3782,test,"Материалы 9-й Международной научно-практической конференции «Инновационное развитие российской экономики» (Москва, 2016)"
3783,test,"Proceedings of the IEEE 19th International Conference, Distributed Computer and Communication Networks (DCCN 2016, Moscow, Russia)"
3784,test,"Труды 24-й Международной  научной конференции Проблемы управления безопасностью сложных систем (Москва, 2016)"
3785,test,"Труды 15-й Международной научно-практической конференции Актуальные проблемы и перспективы развития экономики (Симферополь-Гурзуф, 2016)"
3786,test,"Материалы 9-ой Международной конференции «Управление развитием крупномасштабных систем» (MLSD2016, Москва)"
3787,test,"Тезисы докладов 5-го Национального Суперкомпьютерного Форума (НСКФ-2016, Переславль-Залесский)"
3788,test,Труды 59-й Всероссийской научной конференции МФТИ
3789,test,"Материалы международной научно-практической конференции Наука – производству (Мурманск, 2016)"
3790,test,"Материалы международной научно-практической конференции Наука – производству (Мурманск, 2016)"
3791,test,"Extended abstracts of the International Workshop «Networking games and management» (Петрозаводск, 2016"
3792,test,"Труды 15-й Национальной конференции по искусственному интеллекту с международным участием (КИИ-2016, Смоленск)"
3793,test,"Abstracts of 10th International Conference on Game Theory and Management (GTM-2016, St.Petersburg)"
3794,test,"Proceedings of the International Conference on Actual Problems of Electron Devices Engineering (APEDE2016, Saratov)"
3795,test,European science
3796,test,"Труды 29-й Международной научно-практической конференции Экология. Производство. Общество. Человек (Пенза, 2016)"
3797,test,"Материалы 19-ой Международной научно-практической конференции Гуманитарного университета Устойчивое развитие России: вызовы, риски, стратегии (Екатеринбург,  2016)"
3798,test,"Abstracts of The Seventh Moscow international Solar System Symposium (7M-S3) (2016, Moscow)"
3799,test,Stochastics An International Journal of Probability and Stochastic Processes
3800,test,Review of Derivatives Research
3801,test,Markov Processes and Related Fields
3802,test,Psychology. Journal of the Higher School of Economics
3803,test,"Труды 3-й Международной школы-конференции Геометрический анализ и его приложения (Волгоград, 2016)"
4024,test,"Materials of the conference Advanced Mathematical Methods For Energy Systems: From Theory to Practice (Москва, 2015)"
3804,test,"Сборник статей победителей 6-й Международной научно-практической конференции EUROPEAN RESEARCH (Пенза, 2016)"
3805,test,"Материалы 3-й Международной научно-практической конференции Научное и образовательное пространство: перспективы развития (Чебоксары, 2016)"
3806,test,Путеводитель предпринимателя
3807,test,Известия высших учебных заведений. Физика
3808,test,Ресурсная модель модернизации экономики: возможности и ограничения
3809,test,Современные проблемы развития. Материалы теоретического семинара в ИМЭМО РАН. Вып. II: в 2 Т.
3810,test,"Труды 13-й научно-практической конференции ТЕХНОЛОГИИ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ В ДЕЯТЕЛЬНОСТИ ОРГАНОВ ВНУТРЕННИХ ДЕЛ (Москва, 2016)"
3811,test,МОСКОВСКИЙ   ЭКОНОМИЧЕСКИЙ   ЖУРНАЛ
3812,test,Сфера. Нефть и газ
3813,test,Успехи современной науки и образования
3814,test,Сборник Трудов 15-й МЕЖДУНАРОДНОЙ КОНФЕРЕНЦИИ NIDays-2016
3815,test,Sbornik: Mathematics
3816,test,"Труды 6-го Международного научно-практического симпозиума Симметрии: теоретический и методический аспекты (Астрахань, 2016)"
3817,test,"Материалы 4-х Международных научных чтении (памяти А.К.Нартова) (Москва, 2016)"
3818,test,"Социальная психология знания / Под общ. ред. А.Л. Журавлева, Д.В. Ушакова."
3819,test,ПРИОРИТЕТНЫЕ НАПРАВЛЕНИЯ РАЗВИТИЯ НАУКИ И ОБРАЗОВАНИЯ
3820,test,"Труды 2-й Международной заочной научно-практической конференции «Научный форум: экономика и менеджмент» (Москва, 2016)"
3821,test,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS. PART 1: REGULAR PAPERS
3822,test,Технологии нефти и газа
3823,test,Proceedings of the OnePetro
3824,test,"Book of abstracts International Workshop “Thermal Methods for Enhanced Oil Recovery: Laboratory Testing, Simulation and Oilfields Applications” ThEOR2016"
3825,test,"Тезисы докладов Всероссийской конференции по глубинному генезису нефти и газа 5-е Кудрявцевские Чтения (Москва, 2016)"
3826,test,"Материалы 6-й Международной научно-технической конференции «Открытые семантиче-ские технологии проектирования интеллектуальных систем» (OSTIS-2016, Минск)"
3827,test,Сборник трудов 18-й Международной научно-технической конференции «Нейроинформатика-2016» (Москва)
3828,test,"Труды Международной научной конференции имени Т.А. Таран «Интеллектуальный анализ информации»  (ИАИ-2016, Киев)"
3829,test,"Тезисы докладов 7-й Международной конференции по когнитивной науке (Светлогорск, 2016)"
3830,test,"Труды 15-й Национальной конференции по искусственному интеллекту с международным участием (КИИ-2016, Смоленск)"
3831,test,"Труды 11-й Международной научно-технической конференции «Автоматизация и управление в ЦБП, ЛПК и энергетике» (Петрозаводск, 2016)"
3832,test,"Труды научно-практической конференции «Дорожная карта систем  автоматизации: актуальные запросы и  перспективы развития» (Санкт-Петербург, 2016)"
3833,test,Труды 6-й Международной научно-практической конференции «Автоматизация и информационные технологии в энергетике 2016»
3834,test,"Proceedings of the 2nd International Scientific and Practical Conference “WORLD SCIENCE” (Объединенные Арабские Эмираты, 2016)"
3835,test,"Proceeding of the 9th EUROSIM Congress on Modelling and Simulation (Oulu, Finland, 2016)"
3836,test,"Труды 9-ой Международной конференции «Управление развитием крупномасштабных систем» (MLSD2016, Москва)"
3837,test,"Труды 24-й Международной научной конференции Проблемы управления безопасностью сложных систем (Москва, 2016)"
3838,test,"Refereed Proceedings Abstracts of the Knowledge Management (KM) Conference 2016 (Lisbon, Portugal)"
3839,test,"Proceedings of the 9th conference on discrete optimization and operations research (Vladivostok, Russia, 2016)"
3840,test,Успехи современной науки
3841,test,Oxford Journal of Scientific Research
3842,test,Journal of Polymer Science Part B: Polymer Physics
3843,test,Российский вестник перинатологии и педиатрии
3844,test,Управленческие науки в современном мире
3845,test,Дайджест-финансы
3846,test,Интерактивная наука
3847,test,Материалы Международной нефтяной выставки и конференции Abu Dhabi International Petroleum Exhibition & Conference (ADIPEC 2016)
3848,test,Бурение и нефть
3849,test,"Proceedings of the 2016 Conference on Information Technologies in Science,  Management, Social Sphere and Medicine (ITSMSSM, Tomsk)"
4025,test,"Математика, компьютер, образование - 2016. Тезисы конференции."
3850,test,"Материалы Международной научно-практической конференции «Теория активных систем» (Москва, 2016)"
3851,test,"Труды 6-й научно-практической конференции Интеллектуальные системы в информационном противоборстве в бизнесе (Москва, 2016)"
3852,test,"Труды 3-го Всероссийского научно-практического семинара «Беспилотные транспортные средства с элементами искусственного интеллекта» (БТС-ИИ-2016, Москва)"
3853,test,"Тезисы докладов 16-й Международной конференции «Системы проектирования, технологической подготовки производства и управления этапами жизненного цикла промышленного продукта» (CAD/CAM/PDM-2016, Москва)"
3854,test,Proceedings of the 1st IFAC Conference on Cyber-Physical & Human-Systems (CPHS 2016)
3855,test,"Труды 6-й Международной научно-технической конференции Открытые семантические технологии проектирования интеллектуальных систем (Минск, 2016)"
3856,test,"Труды конгресса по интеллектуальным системам и информационным технологиям (IS-IT’16, Таганрог)"
3857,test,Научный альманах
3858,test,"Труды 8-й Московской международной конференции по исследованию операций (ORM2016, Москва)"
3859,test,"Springer Proceedings in Mathematics & Statistics: Dynamics of Disasters—Key Concepts, Models, Algorithms, and Insights"
3860,test,Нелинейная Динамика
3861,test,Вестник научных конференций
3862,test,Baikal Research Journal
3863,test,ACTUALSCIENCE
3864,test,Доклады Академии наук
3865,test,"Труды 2-й Международной научно-практической конференции «Человеческий фактор в сложных технических системах и средах» (Эрго-2016, Санкт-Петербург)"
3866,test,"Optoelectronics, Instrumentation and Data Processing"
3867,test,ИЗВЕСТИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК. ТЕОРИЯ И СИСТЕМЫ УПРАВЛЕНИЯ
3868,test,Proceedings of the International Conference on Numerical Analysis and Applied Mathematics 2015 (ICNAAM-2015)
3869,test,"Proceedings of the 4th International Conference “Problems of Cybernetics and Informatics” (PCI’2012, Baku)"
3870,test,Известия РАН. Энергетика
3871,test,"Вестник  Южно-Уральского государственного университета. Серия: Компьютерные технологии, управление, радиоэлектроника"
3872,test,Результаты фундаментальных исследований в прикладных задачах авиастроения
3873,test,"Материалы 9-ой Международной конференции «Управление развитием крупномасштабных систем» (MLSD2016, Москва)"
3874,test,Вестник Сибирского государарственного индустриального университета
3875,test,"Труды 16-й Международной научно-технической конференции Сварка и родственные технологии (Екатеринбург, 2016)"
3876,test,"Труды 4-й Международной метрологической конференции Актуальные вопросы метрологического обеспечения измерений расхода и количества жидкостей и газов (Казань, 2016)"
3877,test,"Труды 10-й Международной конференции «Механика, ресурс и диагностика материалов и конструкций» (Екатеринбург, 2016)"
3878,test,"Труды 4-й Всероссийской научно-практической конференции (с международным участием) «Моделирование и наукоемкие информационные технологии в технических и социально-экономических системах» (Новокузнецк, 2016)"
3879,test,"IFAC-PapersOnLine: 8th IFAC Conference on Manufacturing Modelling, Management and Control"
3880,test,Ученые записки Российской академии предпринимательства
3881,test,Recent Advances in Game Theory and Applications
3882,test,"Proceedings of the 21st international conference on science and technology indicators Peripheries, frontiers and beyond (València, 2016)"
3883,test,"Материалы 2-й Международной научно-практической конференции «Modernization of economic systems: looking to the Future» (MESLF-2016, Прага, Чехия)"
3884,test,"Abstract Proceedings of the International Workshop on Complex Networks and Their Applications (Milan, 2016)"
3885,test,Russian journal of management
3886,test,Проблемы прогнозирования
3887,test,INDIAN JOURNAL OF SCIENCE AND TECHNOLOGY
3888,test,Journal of Applied Economic Sciences
3889,test,"Труды 1-й Международной научно-практической конференции Страны БРИКС: стратегии развития и механизмы взаимодействия и сотрудничества в изменяющемся мире (Москва, 2015)"
3890,test,Труды Международной научно-практической конференции «Управление инновациями-2016» (Москва-Новочеркасск)
3891,test,"Материалы конференции «Управление в морских и аэрокосмических системах» (УМАС-2016, Санкт-Петербург)"
3892,test,Вестник Воронежского  института экономики и социального управления
6546,test,"Proceedings of the E3S Web of Conferences 216, 01089 (2020)"
3893,test,"Труды 3-й Всероссийской научно-технической конференции молодых конструкторов и инженеров Минцевские чтения (Москва, 2016)"
3894,test,Бюллетень Объединенного ученого совета ОАО РЖД
3895,test,"Тезисы докладов Международной научной конференции, посвященной 85-летию академика И.В. Прангишвили «Информационные и компьютерные технологии, моделирование, управление» (Тбилиси, 2015)"
3896,test,"Труды 9-ой Международной конференции «Управление развитием крупномасштабных систем» (MLSD2016, Москва)"
3897,test,"Материалы 19-го научно-практического семинара «Новые информационные технологии в автоматизированных системах» (Москва, 2016)"
3898,test,Advances in Gerontology
3899,test,Образовательные технологии и общество
3900,test,"Труды Международной научной конференции «Ситуационные центры и ИАС4i для мониторинга и безопасности» (Москва-Протвино, 2016)"
3901,test,Complex and Intelligent Systems
3902,test,"Материалы Международной научно-практической конференции «Теория активных систем» (Москва, 2016)"
3903,test,NONPARAMETRIC STATISTICS
3904,test,Автоматизированные технологии и производства
3905,test,Доклады БГУИР
3906,test,Проблемы математического анализа
3907,test,Пульмонология детского возраста: проблемы и решения
3908,test,"Материалы Всероссийской конференции с международным участием «Информационно-телеком­муникационные технологии и математическое моделирование высокотехнологич­ных систем» (Москва, 2016)"
3909,test,"Тезисы докладов 10-й Международной отраслевой научной конференции «Технологии информационного общества» (Москва, 2016)"
3910,test,"Материалы 9-ой Международной конференции «Управление развитием крупномасштабных систем» (MLSD2016, Москва)"
3911,test,Proceedings of the 29th International Technical Meeting of The Satellite Division of the Institute of Navigation (ION GNSS+ 2016)
3912,test,Вестник МЭИ
3913,test,"Тезисы докладов 21-й Международной научной конференции «Системный анализ, управление и навигация» (Евпатория, 2016)"
3914,test,"Материалы 9-й Всероссийской конференции «Методологические проблемы управления макросистемами» (Апатиты, 2016)"
3915,test,Труды Форума Армия-2016
3916,test,Journal of ISANH
3917,test,"Journal of applied mechanical engineering (Proceedings of the International Conference on Design and Production Engineering, Berlin, Germany, 2016)"
3918,test,Proceedings of 10th IEEE Conference on Industrial Electronics and Applications (ICIEA-2015)
3919,test,Вестник Российского экономического университета им. Г.В. Плеханова
3920,test,ВЕСТНИК УНИВЕРСИТЕТА (ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ УПРАВЛЕНИЯ)
3921,test,ИННОВАЦИОННАЯ НАУКА
3922,test,International Review of Management and Marketing
3923,test,"Материалы всероссийской научно-методической конференции «Современная математика и концепция инновационного математического образования» (Москва, 2015)"
3924,test,"Материалы 11-ой Международной конференции Интеллектуализация обработки информации (Барселона, 2016)"
3925,test,"Труды Международной научной конференции «Актуальные проблемы управления» (Москва, 2016)"
3926,test,"Материалы Международной конференции «Математика. Компьютер. Образование» (Пущино, 2017)"
3927,test,"Материалы Международной конференции «Математика. Компьютер. Образование» (Пущино, 2017)"
3928,test,"Proceedings of the 10th International Conference Game Theory and Management (GTM-2016, St. Petersburg)"
3929,test,"Proceedings of the International Conference on Engineering and Applied Sciences (ICEAS-2016, Hong Kong)"
3930,test,"Материалы Международной научно-практической конференции «Теория активных систем» (Москва, 2016)"
3931,test,"Вестник Международной академии системных исследований. Информатика, экология, экономика."
3932,test,"Proceedings of the Critical and collective effects in graphs and networks (Moscow, 2016)"
3933,test,Optimization Methods and Software
3934,test,Труды 59-й Всероссийской научной конференции МФТИ
3935,test,"Труды 58-й научной конференции МФТИ (Долгопрудный, 2015)"
3936,test,57-я научная конференция МФТИ с международным участием
3937,test,"Proceedings of IAEA International Conference on Nuclear Security: Commitment and Actions (Viena, 2016)"
3938,test,Proceedings of the 3rd International Conference on Computing for Physics and Technology (CPT2015)
3939,test,"Труды 1-й российской конференции «Социофизика и социоинженерия» (Москва, МГУ им. М. В. Ломоносова, 2015)"
3940,test,"Труды 24-й Международной научной конференции Проблемы управления безопасностью сложных систем (Москва, 2016)"
3941,test,"Труды 16-й Апрельской международной конференции по проблемам развития экономики и общества (Москва, 2016)"
3942,test,"Сборник докладов международной научной конференции «Актуальные проблемы управления» (Москва, 2014)"
3943,test,"Proceedings of Tsinghua University (Beijing, P.R.China, 2016)"
3944,test,Научно-исследовательский финансовый институт. Финансовый журнал
3945,test,"Материалы Всероссийской научно-технической конференции молодых ученых, аспирантов и студентов Интеллектуальные системы, управление и мехатроника (Севастополь, 2016)"
3946,test,Труды 2-й Научно-технической конференции «Интеллектуальные системы управления на железнодорожном транспорте ИСУЖТ-2013» (Москва)
3947,test,"Материалы научно-практического семинара Вопросы развития спасательной робототехники (Химки, 2016)"
3948,test,Современные информационные технологии и ИТ-образование
3949,test,"Труды 24-й Международной  научной конференции Проблемы управления безопасностью сложных систем (Москва, 2016)"
3950,test,PROCEEDINGS OF MLSP2016
3951,test,"Proceedings of the International Conference on Differential Equations and Dynamical Systems, 2016"
3952,test,"Труды 18-й Всероссийской научной конференции Научный сервис в сети Интернет (Новороссийск, 2016)"
3953,test,Труды Международной научной конференции по физико-технической информатике (SCVRT1516)
3954,test,"Тезисы 2-й Межведомственной научно-практической конференции «Инфекционные болезни - актуальные проблемы, лечение и профилактика» ( Москва, 2016)"
3955,test,"Тезисы 18-го Международного конгресса МАКМАХ по антимикробной химиотерапии «Клиническая микробиология и антимикробная химиотерапия» (Москва, 2016)"
3956,test,"Материалы XVII сессии МНОАР (Москва, 2016)"
3957,test,"Тезисы 15-го Съезда федерации анестезиологов и реаниматологов (ФАР-2016, Москва)"
3958,test,"Тезисы докладов 3-й Международной конференции «Инжиниринг и телекоммуникации» (En&T 2016, Долгопрудный)"
3959,test,Плехановский научный бюллетень
3960,test,"Труды 24-й Международной научной конференции Проблемы управления безопасностью сложных систем (Москва, 2016)"
3961,test,"Материалы 44-й сессии Международного семинара им. Д.Г. Успенского «Вопросы теории и практики геологической интерпретации гравитационных, магнитных и электрических полей» (Москва, 2017)"
3962,test,"CEUR Workshop Proceedings (CEUR-WS.org): Selected Papers of the XI International Scientific-Practical Conference Modern Information Technologies and IT-Education (SITITO 2016), Moscow, Russia"
3963,test,"Тезисы 16-й Международной конференции «Системы проектирования, технологической подготовки производства и управления этапами жизненного цикла промышленного продукта» (CAD/CAM/PDM-2016, Москва)"
3964,test,"Тезисы Российско-монгольской конференции молодых ученых по математическому моделированию, вычислительно-информационным технологиям и управлению (Иркутск - Ханх, 2011)"
3965,test,"Материалы Международной научно-практической конференции «Теория активных систем» (Москва, 2016)"
3966,test,Journal of Environmental and Engineering Geophysics
3967,test,"Proceedings of Workshops organized on April 25 and October 5, 2016 in the IP RAS, Moscow"
3968,test,"Материалы XLIV международной конференции и XIV международной конференции молодых учёных (IT + S&E`16, Москва)"
3969,test,Вестник Пермского университета. Серия: Математика. Механика. Информатика
3970,test,Пищевая промышленность
3971,test,"Материалы Международной научно-практической конференции «Теория активных систем» (Москва, 2016)"
3972,test,Политическая наука
3973,test,QUALITY - Access to success
3974,test,Вестник Московского городского педагогического университета. Серия: Экономика
3975,test,"Материалы 11-й Всероссийской научно-практической конференции «Перспективные системы и задачи управления» и 7-й молодежной школы-семинара «Управление и обработка информации в технических системах» (Ростов-на Дону, 2016)"
3976,test,Экономическое развитие России
3977,test,Преподаватель XXI век
3978,test,Рынок ценных бумаг
3979,test,Актуальные проблемы современной науки
4102,test,Abstracts of the Bacteria in permafrost – their nature and implications in medicine
3980,test,"Труды 3-й Международной научно-практической конференции Современные технологии и управление (Р.п. Светлый Яр Волгоградской области, 2014)"
3981,test,"Материалы 10-й Международной научно-технической конференции Автоматизация и энергосбережение машиностроительного и металлургического производств, технология и надежность машин, приборов и оборудования (Вологда, 2015)"
3982,test,"Труды Международной научно-практической конференции Интеллектуальный и научный потенциал XXI века (Казань, 2016)"
3983,test,"Труды Международной научно-практической конференции В мире науки и инноваций (Пермь, 2016)"
3984,test,Доклады академии наук
3985,test,"Труды 15-й Национальной конференции по искусственному интеллекту с международным участием (КИИ-2016, Смоленск)"
3986,test,Управление большими системами: сборник трудов
3987,test,"Материалы Всероссийской научно-технической конференции «Перспективы развития РЛС дальнего обнаружения и интегрированных систем и комплексов информационного обеспечения Воздушно-космической обороны» (РТИ Системы ВКО-2014, Москва)"
3988,test,Ученые труды Российской академии адвокатуры и нотариата
3989,test,"Труды 3-й Всероссийская научно-техническая конференция РТИ Системы ВКО-2015 (Москва, 2015)"
3990,test,American Journal of Applied Sciences
3991,test,"Proceedings of the 12th International Symposium Intelligent Systems (INTELS’2016, Moscow, Russia)"
3992,test,Глобальные рынки и финансовый инжиниринг
3993,test,Открытые системы
3994,test,MATEC WEB OF CONFERENCES
3995,test,"Труды 5-ой научно-технической конференции с международным участием «Интеллектуальные системы управления на железнодорожном транспорте. Компьютерное и математическое моделирование» (ИСУЖТ-2016, Москва)"
3996,test,"Тезисы 12-й ежегодной конференции Физика плазмы в солнечной системе (Москва, 2017)"
3997,test,Space Science Reviews
3998,test,"Материалы международной научно-практической конференции Математика: фундаментальные и прикладные исследования и вопросы образования (Рязань, 2016)"
3999,test,"Proceedings of the 19th International Conference, Distributed Computer and Communication Networks (DCCN 2016, Moscow, Russia)"
4000,test,Гуманитарные науки.Вестник Финансового университета
4001,test,"Труды 4-й Международной научно-практической конференции-биеннале Системный анализ в экономике (Москва, 2016)"
4002,test,"Труды 4-ой научно-технической конференции с международным участием «Интеллектуальные системы управления на железнодорожном транспорте. Компьютерное и математическое моделирование» (ИСУЖТ-2015, Москва)"
4003,test,"Труды 10-й Всероссийской школы-конференции молодых ученых «Управление большими системами» (УБС2013, Уфа)"
4004,test,Финансовое право и управление
4005,test,"Труды Международной научно-практической конференции ИНТЕГРАЦИЯ НАУКИ, ОБЩЕСТВА, ПРОИЗВОДСТВА И ПРОМЫШЛЕННОСТИ (Казань, 2017)"
4006,test,"AIP Conference Proceedings (ICNPAA 2016 World Сongress: 11th International Conference on Mathematical Problems in Engineering, Aerospace and Sciences)"
4007,test,"Труды 17-й Международной научно-практической конференции Новые информационные технологии в образовании (Инновации в экономике и образовании на базе технологических решений 1С) (Москва, 2017)"
4008,test,"Труды 58-й научной конференции МФТИ с международным участием (Долгопрудный, 2015)"
4009,test,Труды Международного научного форума «Гуманитарные чтения РГГУ – 2016»
4010,test,Известия Волгоградского государственного технического университета. Серия: Прогрессивные технологии в машиностроении
4011,test,"Proceedings of the 4th International Conference on Control, Mechatronics and Automation (ICCMA 2016, Barcelona, Spain)"
4012,test,Датчики и системы
4013,test,"Тезисы докладов 15-й Всероссийской научной конференцией Нейрокомпьютеры и их применение (Москва, 2017)"
4014,test,Advances in Energy System Optimization
4015,test,Proceedings of the IEEE International Conference on the Science of Electrical Engineering (ICSEE)
4016,test,Известия Иркутского государственного университета. Серия: Математика
4017,test,Journal of Geophysical Research: Space Physics
4018,test,"Materials of the Workshop Optimization Without Borders (Les Houches, France, 2016)"
4019,test,Materials of the 1st Annual Workshop of Skoltech/MIT Next Generation Program
4020,test,"Distributed Computer and Communication Networks, series Communications in Computer and Information Science"
4026,test,"Математика, компьютер, образование - 2017. Тезисы конференции"
4027,test,"Математика, компьютер, образование - 2015. Тезисы конференции."
4028,test,"Труды 22-й Международной конференции Проблемы управления безопасностью сложных систем (Москва, 2014)"
4029,test,"Материалы Всероссийской молодежной научно-практической конференции Математические методы и модели в исследовании государственных и корпоративных финансов и финансовых рынков (Уфа, 2015)"
4030,test,Separate volume of the Communications in Computer and Information Science (CCIS) series with subtitle Supercomputing
4031,test,Туризм: право и экономика
4032,test,Wschodnioeuropejskie Czasopismo Naukowe
4033,test,"Proceedings of the International Forum on New Industrialization Development in Big-data Era “The Industrialization and Urbanization Development Annual Conference” (China, 2015)"
4034,test,Moscow University Mathematics Bulletin
4035,test,"Материалы международной конференции: Воронежская весенняя математическая школа Понтрягинские чтения - XXVII (2016, Воронеж)"
4036,test,"Материалы 25-й Международной научно-технической конференции Современные технологии в задачах управления, автоматики и обработки информации (Алушта, 2016)"
4037,test,"Материалы 25-й Международной научно-технической конференции Современные технологии в задачах управления, автоматики и обработки информации (Алушта, 2016)"
4038,test,Материалы 12-й Всероссийской научно-практической конференции «Перспективные системы и задачи управления» и 8-й молодежной школы-семинара «Управление и обработка информации в технических системах»
4039,test,"Труды 14-й Апрельской международной конференции по проблемам развития экономики и общества (Москва, 2014)"
4040,test,"Труды 16-й Апрельской международной конференции по проблемам развития экономики и общества (Москва, 2016)"
4041,test,Труды 17-й Апрельская Международная научная конференция по проблемам развития экономики и общества (в 4 кн. Под редакцией Е. Г. Ясина)
4042,test,"Труды 18-й Апрельской международной научной конференции по проблемам развития экономики и общества (Москва, 2017)"
4043,test,Материалы 3-го  Российского экономического конгресса в журнале Новая экономическая ассоциация
4044,test,Современные исследования социальных проблем
4045,test,"Материалы 11-й Международной научно-практической конференции Актуальные проблемы и перспективы инновационного развития (Москва, 2016)"
4046,test,ДРУКЕРОВСКИЙ ВЕСТНИК
4047,test,Труды Международной научной конференции Вопросы науки и практики - 2017
4048,test,"Материалы 11-й Международной научно-практической конференции Актуальные проблемы и перспективы инновационного развития (Москва, 2016)"
4049,test,"Proceedings of the Russian Particle Accelerator Conference (RuPAC-2016, St. Petersberg)"
4050,test,FUTURIBILI
4051,test,"Материалы Международной научно-практической конференции “Евразийская экономическая интеграция как фактор повышения стабильного и поступательного развития национальных хозяйственных систем” (Москва, 2016)"
4052,test,СТИН
4053,test,Наукоемкие технологии в космических исследованиях Земли
4054,test,"Сборник докладов 3-й научной конференции «Управленческие науки в современном мире» (Москва, 2015)"
4055,test,"ИННОВАЦИИ И КАЧЕСТВО ЛИЦЕЙСКОГО ОБРАЗОВАНИЯ: ИДЕИ, ОПЫТ, ПРАКТИКА"
4056,test,"Материалы 7-й Международной научно-практической конференции Трансформационные процессы рыночной экономики (Москва, 2016)"
